customer_id,customer_name,email,region,signup_date,order_id,order_date,order_amount,status
1,Customer_1,user_1@example.com,East,2023-01-01,5216.0,2024-01-09,159.37,Pending
1,Customer_1,user_1@example.com,East,2023-01-01,6777.0,2024-03-15,255.75,Pending
1,Customer_1,user_1@example.com,East,2023-01-01,6801.0,2024-03-16,27.35,Shipped
1,Customer_1,user_1@example.com,East,2023-01-01,6935.0,2024-03-21,86.25,Cancelled
1,Customer_1,user_1@example.com,East,2023-01-01,7067.0,2024-03-27,86.56,Pending
1,Customer_1,user_1@example.com,East,2023-01-01,8703.0,2024-06-03,181.56,Cancelled
1,Customer_1,user_1@example.com,East,2023-01-01,8791.0,2024-06-06,369.36,Completed
1,Customer_1,user_1@example.com,East,2023-01-01,9175.0,2024-06-22,74.33,Pending
1,Customer_1,user_1@example.com,East,2023-01-01,9622.0,2024-07-11,365.61,Completed
2,Customer_2,user_2@example.com,West,2023-01-02,5977.0,2024-02-10,423.59,Pending
2,Customer_2,user_2@example.com,West,2023-01-02,7592.0,2024-04-17,51.79,Completed
2,Customer_2,user_2@example.com,West,2023-01-02,9117.0,2024-06-20,349.6,Shipped
3,Customer_3,user_3@example.com,North,2023-01-03,6190.0,2024-02-19,326.75,Pending
3,Customer_3,user_3@example.com,North,2023-01-03,6841.0,2024-03-17,119.1,Pending
3,Customer_3,user_3@example.com,North,2023-01-03,7279.0,2024-04-04,261.46,Completed
3,Customer_3,user_3@example.com,North,2023-01-03,7385.0,2024-04-09,440.19,Pending
3,Customer_3,user_3@example.com,North,2023-01-03,7859.0,2024-04-29,284.03,Cancelled
3,Customer_3,user_3@example.com,North,2023-01-03,7979.0,2024-05-04,56.09,Pending
3,Customer_3,user_3@example.com,North,2023-01-03,9226.0,2024-06-25,117.53,Cancelled
4,Customer_4,user_4@example.com,East,2023-01-04,5856.0,2024-02-05,290.01,Completed
4,Customer_4,user_4@example.com,East,2023-01-04,7879.0,2024-04-29,340.11,Completed
4,Customer_4,user_4@example.com,East,2023-01-04,7906.0,2024-05-01,345.44,Completed
5,Customer_5,user_5@example.com,East,2023-01-05,6149.0,2024-02-17,404.58,Completed
5,Customer_5,user_5@example.com,East,2023-01-05,7416.0,2024-04-10,468.38,Pending
5,Customer_5,user_5@example.com,East,2023-01-05,8239.0,2024-05-14,277.67,Shipped
5,Customer_5,user_5@example.com,East,2023-01-05,9554.0,2024-07-08,139.55,Pending
6,Customer_6,user_6@example.com,West,2023-01-06,5591.0,2024-01-25,170.44,Pending
7,Customer_7,user_7@example.com,North,2023-01-07,5341.0,2024-01-15,218.86,Shipped
7,Customer_7,user_7@example.com,North,2023-01-07,6204.0,2024-02-20,361.99,Completed
7,Customer_7,user_7@example.com,North,2023-01-07,6222.0,2024-02-20,131.26,Shipped
7,Customer_7,user_7@example.com,North,2023-01-07,7155.0,2024-03-30,273.76,Shipped
7,Customer_7,user_7@example.com,North,2023-01-07,8032.0,2024-05-06,375.22,Cancelled
7,Customer_7,user_7@example.com,North,2023-01-07,9150.0,2024-06-21,447.63,Completed
7,Customer_7,user_7@example.com,North,2023-01-07,9264.0,2024-06-26,375.07,Pending
7,Customer_7,user_7@example.com,North,2023-01-07,9438.0,2024-07-03,158.37,Cancelled
8,Customer_8,user_8@example.com,North,2023-01-08,5464.0,2024-01-20,106.37,Completed
8,Customer_8,user_8@example.com,North,2023-01-08,5893.0,2024-02-07,54.26,Cancelled
8,Customer_8,user_8@example.com,North,2023-01-08,7275.0,2024-04-04,30.21,Pending
8,Customer_8,user_8@example.com,North,2023-01-08,8404.0,2024-05-21,392.86,Pending
8,Customer_8,user_8@example.com,North,2023-01-08,8474.0,2024-05-24,484.73,Shipped
8,Customer_8,user_8@example.com,North,2023-01-08,9658.0,2024-07-13,178.29,Pending
8,Customer_8,user_8@example.com,North,2023-01-08,9660.0,2024-07-13,294.61,Pending
9,Customer_9,user_9@example.com,East,2023-01-09,8704.0,2024-06-03,238.03,Pending
10,Customer_10,user_10@example.com,South,2023-01-10,5854.0,2024-02-05,101.04,Pending
10,Customer_10,user_10@example.com,South,2023-01-10,6974.0,2024-03-23,286.52,Shipped
10,Customer_10,user_10@example.com,South,2023-01-10,7438.0,2024-04-11,386.32,Completed
10,Customer_10,user_10@example.com,South,2023-01-10,7560.0,2024-04-16,285.97,Shipped
10,Customer_10,user_10@example.com,South,2023-01-10,8249.0,2024-05-15,377.3,Completed
10,Customer_10,user_10@example.com,South,2023-01-10,8307.0,2024-05-17,432.28,Pending
10,Customer_10,user_10@example.com,South,2023-01-10,9061.0,2024-06-18,126.59,Pending
10,Customer_10,user_10@example.com,South,2023-01-10,9355.0,2024-06-30,254.38,Cancelled
10,Customer_10,user_10@example.com,South,2023-01-10,9899.0,2024-07-23,357.74,Cancelled
11,Customer_11,user_11@example.com,East,2023-01-11,5805.0,2024-02-03,487.54,Pending
11,Customer_11,user_11@example.com,East,2023-01-11,6750.0,2024-03-13,263.07,Pending
11,Customer_11,user_11@example.com,East,2023-01-11,9265.0,2024-06-26,475.25,Pending
11,Customer_11,user_11@example.com,East,2023-01-11,9614.0,2024-07-11,142.58,Shipped
12,Customer_12,user_12@example.com,East,2023-01-12,5185.0,2024-01-08,241.86,Completed
12,Customer_12,user_12@example.com,East,2023-01-12,5867.0,2024-02-06,439.18,Pending
12,Customer_12,user_12@example.com,East,2023-01-12,6384.0,2024-02-27,362.33,Pending
12,Customer_12,user_12@example.com,East,2023-01-12,6520.0,2024-03-04,156.37,Completed
12,Customer_12,user_12@example.com,East,2023-01-12,6917.0,2024-03-20,234.35,Pending
12,Customer_12,user_12@example.com,East,2023-01-12,6918.0,2024-03-20,22.81,Pending
12,Customer_12,user_12@example.com,East,2023-01-12,7549.0,2024-04-16,388.51,Cancelled
12,Customer_12,user_12@example.com,East,2023-01-12,7849.0,2024-04-28,370.94,Shipped
12,Customer_12,user_12@example.com,East,2023-01-12,9054.0,2024-06-17,344.09,Completed
12,Customer_12,user_12@example.com,East,2023-01-12,9113.0,2024-06-20,383.01,Pending
12,Customer_12,user_12@example.com,East,2023-01-12,9452.0,2024-07-04,389.49,Cancelled
13,Customer_13,user_13@example.com,East,2023-01-13,5879.0,2024-02-06,37.52,Cancelled
13,Customer_13,user_13@example.com,East,2023-01-13,5881.0,2024-02-06,461.89,Completed
